Date,USD_PKR,USD_IRR,PKR_IRR,PKR_USD,IRR_USD,Year,Month,Quarter,DayOfWeek,WeekOfYear,PKR_DailyChange%,IRR_DailyChange%,PKR_MA30,PKR_MA90,IRR_MA30,IRR_MA90,PKR_Volatility30,IRR_Volatility30,PKR_CumChange%,IRR_CumChange%,Decade,PKR_Drawdown%,IRR_Drawdown%
2010-06-14,85.3499984741211,9965.0,116.7545422162073,0.011716461838053919,0.00010035122930255896,2010,6,2,0,24,0.17605813527203917,0.05020080321285203,84.38889999389649,84.2054443359375,9867.943326822917,9801.73332248264,1.2307667618905203,3.4007423714090605,41.88346805102988,20.08483947966092,2010s,54.45447839835038,22.1006486525165
2010-06-15,85.30000305175781,9975.0,116.9402068361877,0.011723329006134105,0.00010025062656641604,2010,6,2,1,24,-0.058576945819677206,0.10035122930256435,84.43223342895507,84.20988879733615,9871.27666015625,9804.727766927082,1.2307822812405993,3.400704381773387,41.80035704882255,20.205346092284763,2010s,54.364003682222915,22.223178154425703
2010-06-16,85.0999984741211,9960.0,117.03878000689784,0.011750881526796972,0.00010040160642570282,2010,6,2,2,24,-0.23447194663681614,-0.15037593984962294,84.46890004475911,84.21433325873481,9873.77666015625,9807.604437934027,1.2319107495004067,3.4009838842967612,41.46787499131222,20.024586173349,2010s,54.00206339788268,22.039383901561905
2010-06-17,85.3499984741211,9950.0,116.5787952886365,0.011716461838053919,0.00010050251256281407,2010,6,2,3,24,0.29377203816991493,-0.10040160642570406,84.50556666056315,84.22099990844727,9876.109993489583,9810.2677734375,1.2318843623502136,3.4010624083913785,41.88346805102988,19.90407956072515,2010s,54.45447839835038,21.916854399652706
2010-06-18,85.4000015258789,9955.0,116.56908456826338,0.011709601664315759,0.00010045203415369161,2010,6,2,4,24,0.05858588477065663,0.05025125628139726,84.54556681315104,84.2304443359375,9877.943326822917,9813.103331163195,1.2317095914255394,3.400985659660159,41.96659173613087,19.964332867037076,2010s,54.544966921087976,21.978119150607306
2010-06-21,85.3499984741211,9955.0,116.63737759782676,0.011716461838053919,0.00010045203415369161,2010,6,2,0,25,-0.05855158180841924,0.0,84.6240333557129,84.24817767673069,9885.146647135416,9815.892220052083,1.1997510388421933,3.3858584917389303,41.88346805102988,19.964332867037076,2010s,54.45447839835038,21.978119150607306
2010-06-22,85.30000305175781,9950.0,116.64712361103435,0.011723329006134105,0.00010050251256281407,2010,6,2,1,25,-0.058576945819677206,-0.050226017076848706,84.67070007324219,84.2548444112142,9886.146647135416,9818.633333333333,1.1853401555732013,3.3701027438542708,41.80035704882255,19.90407956072515,2010s,54.364003682222915,21.916854399652706
2010-06-23,84.00800323486328,9792.099609375,116.56150881242804,0.011903627767514899,0.00010212314415619256,2010,6,2,2,25,-1.5146538929319608,-1.5869385992462348,84.6693000793457,84.24715559217665,9918.749967447917,9819.532215711806,1.219417925712494,2.6477046249067877,39.652572420591135,18.001275440105093,2010s,52.0259232911645,19.98210877819779
2010-06-24,85.0999984741211,9650.0,113.39600673359077,0.011750881526796972,0.00010362694300518135,2010,6,2,3,25,1.299870485202348,-1.4511658892741752,84.7009666442871,84.25104446411133,9909.749967447917,9818.948882378472,1.2420561138753823,1.3409920513143019,41.46787499131222,16.288881182009824,2010s,54.00206339788268,18.240969342376744
2010-06-25,85.25,9655.0,113.25513196480938,0.011730205278592375,0.00010357327809425168,2010,6,2,4,25,0.17626501594418809,0.051813471502581976,84.73596674601237,84.25660001966688,9900.749967447917,9818.465549045139,1.2422864367066742,1.3409969231205563,41.71723336372155,16.349134488321745,2010s,54.27351515948533,18.302234093331343
2010-06-28,85.30000305175781,9950.0,116.64712361103435,0.011723329006134105,0.00010050251256281407,2010,6,2,0,26,0.05865460616751861,3.0554117037804307,84.82283350626628,84.26037784152561,9909.37998046875,9821.209993489583,1.1928723398251433,1.3878272129071485,41.80035704882255,19.90407956072515,2010s,54.364003682222915,21.916854399652706
2010-06-29,85.19999694824219,9955.0,116.8427271898557,0.011737089622285856,0.00010045203415369161,2010,6,2,1,26,-0.11724044541351342,0.05025125628139726,84.84950002034505,84.26315561930339,9911.213313802084,9823.907769097223,1.1348068714710617,1.3322694089010114,41.63410967862055,19.964332867037076,2010s,54.18302663674774,21.978119150607306
2010-06-30,85.44999694824219,9950.0,116.44236811414753,0.011702750564235934,0.00010050251256281407,2010,6,2,2,26,0.29342724055714253,-0.050226017076848706,84.98196665445964,84.28065558539497,9924.446647135417,9826.657769097223,0.9224311711609918,1.153793580524442,42.049702738338205,19.90407956072515,2010s,54.63544163721544,21.916854399652706
2010-07-01,85.44999694824219,9955.0,116.50088186696871,0.011702750564235934,0.00010045203415369161,2010,7,3,3,26,0.0,0.05025125628139726,85.0236333211263,84.28843332926432,9925.446647135417,9829.443326822917,0.7001159566791967,0.9105741229662027,42.049702738338205,19.964332867037076,2010s,54.63544163721544,21.978119150607306
2010-07-02,85.4000015258789,9950.0,116.5105365599418,0.011709601664315759,0.00010050251256281407,2010,7,3,4,26,-0.0585083957271082,-0.050226017076848706,85.05363337198894,84.29287779066297,9926.113313802083,9832.273328993055,0.6979816680206777,0.9106209569655077,41.96659173613087,19.90407956072515,2010s,54.544966921087976,21.916854399652706
2010-07-05,84.21099853515625,9802.0,116.39809728544995,0.011874933410064266,0.00010201999591920016,2010,7,3,0,27,-1.3922751399042421,-1.487437185929652,85.04733327229818,84.28466669718425,9921.17998046875,9832.924435763889,0.7449714664556784,0.94978457499454,39.99002617241938,18.120581693892255,2010s,52.39327576667243,20.103417771396565
2010-07-06,85.5,9950.0,116.37426900584795,0.011695906432748537,0.00010050251256281407,2010,7,3,1,27,1.5306806560494879,1.5098959396041556,85.07566655476889,84.2902222527398,9920.346647135417,9835.59220920139,0.7946103905203974,0.9902851473124137,42.132826423439205,19.90407956072515,2010s,54.72593015995303,21.916854399652706
2010-07-07,85.55000305175781,9955.0,116.36469485544282,0.011689070301902846,0.00010045203415369161,2010,7,3,2,27,0.05848310147111846,0.05025125628139726,85.11399993896484,84.29688898722331,9919.846647135417,9838.269986979167,0.7921394193528796,0.99029226957085,42.215950108540206,19.964332867037076,2010s,54.81641868269062,21.978119150607306
2010-07-08,85.62000274658203,9950.0,116.21116188760233,0.011679513757547973,0.00010050251256281407,2010,7,3,3,27,0.08182313539120134,-0.050226017076848706,85.13466669718424,84.30711127387153,9919.013313802083,9840.938878038194,0.7822551765816973,0.9902854994833702,42.3323156579454,19.90407956072515,2010s,54.94309433055717,21.916854399652706
2010-07-09,84.47000122070312,9800.7001953125,116.02580861464938,0.01183852238130317,0.00010203352618400491,2010,7,3,4,27,-1.3431458642703897,-1.5005005496231183,85.11700007120768,84.30566685994467,9913.369986979167,9841.904437934028,0.821325707255393,1.027343149259849,40.420585046665444,18.104918187895937,2010s,52.86198256708373,20.087491329302704
2010-07-12,84.51200103759766,9799.099609375,115.94920826706708,0.01183263900656098,0.00010205019235066041,2010,7,3,0,28,0.04972157723166504,-0.016331342716369157,85.13516667683919,84.30580020480686,9912.906640625,9842.889984809028,0.7895742542281754,0.9862711855637573,40.49040437630856,18.085630068941786,2010s,52.937987955803656,20.06787942953423
2010-07-13,85.6500015258789,9950.0,116.17045910960826,0.011675423026091281,0.00010050251256281407,2010,7,3,1,28,1.3465548967122265,1.5399413889070956,85.14350001017253,84.31691131591796,9912.239973958332,9845.616655815973,0.7654935451972118,0.9829713835768451,42.38218479584853,19.90407956072515,2010s,54.99738192155568,21.916854399652706
2010-07-14,84.13300323486328,9779.2001953125,116.23500670733416,0.011885942038802878,0.00010225785136082332,2010,7,3,2,28,-1.7711596777464922,-1.716580951633162,85.10293350219726,84.31616694132487,9905.713313802084,9846.47666015625,0.8319549286315171,1.0314637949966114,39.86036895044997,17.845828970754667,2010s,52.25213079139834,19.824052900197923
2010-07-15,85.5,9850.0,115.2046783625731,0.011695906432748537,0.0001015228426395939,2010,7,3,3,28,1.6248044317646038,0.7239835904109704,85.11626688639323,84.32950024074978,9901.713313802084,9848.121104600694,0.8842421179300289,1.0413787027296177,42.132826423439205,18.69901343448671,2010s,54.72593015995303,20.69155938056072
2010-07-16,85.5,9950.0,116.37426900584795,0.011695906432748537,0.00010050251256281407,2010,7,3,4,28,0.0,1.0152284263959421,85.13126678466797,84.3428335401747,9901.046647135418,9850.77443576389,0.884128090856708,1.0589078387375992,42.132826423439205,19.90407956072515,2010s,54.72593015995303,21.916854399652706
